📡IPV4央卫,#genre#
旅游卫视[1024*576],http://116.128.243.121:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视[768*576],http://61.170.164.195:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视[768*576],http://112.6.117.141:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视[1920*1080],http://58.210.23.42:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视[1920*1080],http://221.226.4.10:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视[1920*1080],http://58.210.60.226:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视[1920*1080],http://58.210.23.42:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视[1920*1080],http://61.136.172.236:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视[1920*1080],http://58.210.60.226:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视[1920*1080],http://222.71.189.186:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视[1920*1080],http://111.74.155.231:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视[1920*1080],http://222.71.189.186:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视[1920*1080],http://61.141.202.118:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视[1920*1080],http://58.210.60.226:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视[1920*1080],http://221.226.4.10:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视[1920*1080],http://221.226.4.10:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视[768*576],http://219.145.93.74:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
海峡卫视[1920*1080],http://117.27.190.42:9901/tsfile/live/23283_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视[1920*1080],http://221.226.4.10:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视[1920*1080],http://123.52.43.144:8888/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视[1920*1080],http://61.136.172.236:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视[1920*1080],http://58.210.23.42:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视[1920*1080],http://59.62.8.250:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视[1920*1080],http://58.210.60.226:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视[720*576],http://123.138.216.44:9902/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视[768*576],http://58.210.60.226:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视[768*576],http://59.62.8.250:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视[768*576],http://220.180.109.207:9902/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视[768*576],http://58.210.60.226:9901/tsfile/live/0120_5.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视[768*576],http://111.74.155.231:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视[768*576],http://220.180.109.207:9902/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视[1920*1080],http://222.71.189.186:9901/tsfile/live/0114_5.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视[1920*1080],http://221.226.4.10:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视[1920*1080],http://58.210.23.42:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视[1920*1080],http://59.62.8.250:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视[1920*1080],http://111.74.155.231:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视[1920*1080],http://221.226.4.10:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视[1920*1080],http://222.71.189.186:9901/tsfile/live/0114_4.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视[768*576],http://219.144.185.82:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视[768*576],http://58.210.60.226:9901/tsfile/live/0120_7.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视[785*576],http://112.6.117.141:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视[768*576],http://121.33.239.242:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视[768*576],http://219.145.93.74:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视[768*576],http://221.226.4.10:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视[1920*1080],http://61.136.172.236:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视[1920*1080],http://58.210.60.226:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视[1920*1080],http://59.62.8.250:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视[1920*1080],http://221.226.4.10:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视[1047*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225764/1.m3u8
东南卫视[1047*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225766/1.m3u8
广西卫视[1047*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225770/1.m3u8
安徽卫视[1047*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225773/1.m3u8
新疆卫视[1047*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225747/1.m3u8
甘肃卫视[1047*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225754/1.m3u8
浙江卫视[1920*1080],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225798/1.m3u8
山东卫视[1920*1080],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
江苏卫视[1920*1080],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226200/1.m3u8
深圳卫视[1920*1080],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226205/1.m3u8
兵团卫视[1047*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226214/1.m3u8
北京卫视[1920*1080],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226222/1.m3u8
农林卫视[1047*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8
金鹰卡通[1047*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225744/1.m3u8
京视剧场[1047*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8
综合频道[720*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
陕西影视[768*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/1.m3u8
陕西体育休闲[768*576],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226363/1.m3u8
陕西咸阳[1920*1080],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226372/1.m3u8
陕西汉中城固[1920*1080],http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226920/1.m3u8
宁夏卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
西藏卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
西藏卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
浙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
青海卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
青海卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
湖北卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
江西卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
吉林卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8
吉林卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
云南卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
深圳卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
广西卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
广东卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
东方卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东方卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
海南卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
内蒙古卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
内蒙古卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
湖南卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
湖南卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
山西卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
江苏卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
甘肃卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
安徽卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
新疆卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
新疆卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
重庆卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
北京卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
河北卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
贵州卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
黑龙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
辽宁卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
山东卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
东南卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
四川卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
宁夏卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
宁夏卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
西藏卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
浙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
青海卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
湖北卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖北卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
江西卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
吉林卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
云南卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
深圳卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
广西卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
广东卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
天津卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
东方卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东方卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
海南卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
内蒙古卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
内蒙古卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
湖南卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
湖南卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
湖南卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
山西卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
江苏卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
甘肃卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
陕西卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
安徽卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
新疆卫视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
新疆卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
重庆卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
北京卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
河北卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
贵州卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
黑龙江卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
辽宁卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
山东卫视[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
宁夏卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
云南卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8
贵州卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
康巴卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8
厦门卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
内蒙古卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8
湖南卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8
湖南卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
广西卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8
陕西卫视[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
甘肃卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
东方卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225797/index.m3u8
东方卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
河南卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225767/index.m3u8
兵团卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
辽宁卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
辽宁卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
河北卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225750/index.m3u8
北京卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
北京卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
山西卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
江西卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225764/index.m3u8
西藏卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
江苏卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
江苏卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225800/index.m3u8
东南卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225766/index.m3u8
吉林卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8
延边卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
湖北卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
湖北卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
安徽卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8
安徽卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
新疆卫视[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225747/index.m3u8
黑龙江卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
重庆卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
浙江卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8
浙江卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
广东卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
广东卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
深圳卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
深圳卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
山东卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
天津卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
青海卫视[1280*720],http://stream.qhbtv.com/qhws/sd/live.m3u8
🛰IPV6央卫,#genre#
CCTV1[1920*1080],http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
CCTV1[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV2[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV3[1920*1080],http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV3[1920*1080],http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4[1920*1080],http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4[1920*1080],http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV5+[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV6[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV9[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV11[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV12[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV13[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV15[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV16[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV17[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
五星体育[1920*1080],http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000017540/index.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
CCTV风云足球[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226984/index.m3u8
凤凰中文[785*576],http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/index.m3u8
凤凰中文[785*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
凤凰资讯[1047*576],http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
凤凰资讯[1047*576],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8
CHC家庭影院[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC高清电影[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC动作电影[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CCTV-世界地理[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226947/index.m3u8
CCTV-风云剧场[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226950/index.m3u8
CCTV-第一剧场[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226959/index.m3u8
CCTV-女性时尚[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226969/index.m3u8
CCTV-风云音乐[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226953/index.m3u8
CCTV-央视台球[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226956/index.m3u8
CCTV-怀旧剧场[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226972/index.m3u8
CCTV-兵器科技[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226975/index.m3u8
浙江卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8
湖南卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8
江苏卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225800/index.m3u8
广东卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
东方卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225797/index.m3u8
北京卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
黑龙江卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
深圳卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
山东卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
黑龙江卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226010/index.m3u8
浙江卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
湖北卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
安徽卫视[1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
