央视,#genre#
CCTV17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CETV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8

影视,#genre#
怀旧剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
风云剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
第一剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
中央新影发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8?blog.ntnas.top
中央新影老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8?blog.ntnas.top


卫视,#genre#
凤凰中文,http://113.117.74.17:8081/hls/37/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
安徽卫视,http://222.223.119.21:8888/newlive/live/hls/25/live.m3u8
北京卡酷,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225743/index.m3u8
北京卫视,http://222.223.119.21:8888/newlive/live/hls/19/live.m3u8
兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
东方卫视,http://222.223.119.21:8888/newlive/live/hls/20/live.m3u8
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
甘肃卫视[768*576],http://222.223.119.21:8888/newlive/live/hls/36/live.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
广东卫视,http://222.223.119.21:8888/newlive/live/hls/21/live.m3u8
广西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8
广西卫视,http://222.223.119.21:8888/newlive/live/hls/26/live.m3u8
贵州卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
贵州卫视,http://222.223.119.21:8888/newlive/live/hls/29/live.m3u8
海南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
海南卫视[1280*720],http://livelyws.chinamcache.com/lyws/zb01.m3u8?auth_key=1593241343-0-0-90b80e74457c94b2015f9428a1cb9b0e
河北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225750/index.m3u8
河北卫视,http://222.223.119.21:8888/newlive/live/hls/48/live.m3u8
河南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225767/index.m3u8
河南卫视,http://222.223.119.21:8888/newlive/live/hls/33/live.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
黑龙江卫视,http://222.223.119.21:8888/newlive/live/hls/45/live.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
湖南卫视,http://222.223.119.21:8888/newlive/live/hls/23/live.m3u8
吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8
吉林卫视,http://222.223.119.21:8888/newlive/live/hls/35/live.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
江苏卫视,http://222.223.119.21:8888/newlive/live/hls/22/live.m3u8
江西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225764/index.m3u8
江西卫视,http://222.223.119.21:8888/newlive/live/hls/46/live.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
辽宁卫视,http://222.223.119.21:8888/newlive/live/hls/44/live.m3u8
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
青海卫视[768*576],http://222.223.119.21:8888/newlive/live/hls/39/live.m3u8
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
山东卫视,http://222.223.119.21:8888/newlive/live/hls/30/live.m3u8
山西卫视[768*576],http://222.223.119.21:8888/newlive/live/hls/47/live.m3u8
陕西卫视[768*576],http://222.223.119.21:8888/newlive/live/hls/41/live.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
深证卫视,http://222.223.119.21:8888/newlive/live/hls/28/live.m3u8
四川卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8
四川卫视,http://222.223.119.21:8888/newlive/live/hls/32/live.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
西藏卫视[768*576],http://222.223.119.21:8888/newlive/live/hls/37/live.m3u8
新疆卫视[768*576],http://222.223.119.21:8888/newlive/live/hls/38/live.m3u8
延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
云南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8
云南卫视[768*576],http://222.223.119.21:8888/newlive/live/hls/27/live.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
浙江卫视,http://222.223.119.21:8888/newlive/live/hls/24/live.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
重庆卫视,http://222.223.119.21:8888/newlive/live/hls/31/live.m3u8
华丽翡翠台[1280*720],http://v2h.jdshipin.com/jade/jade.stream/chunklist.m3u8
TVB星河[1280*720],http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB亚洲武侠[1280*720],http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
澳门莲花,http://php.jdshipin.com:8880/amlh.php

浙江,#genre#
嘉定电视台[1280*720],https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed
海宁生活服务,http://live.hndachao.cn/shfw/sd/live.m3u8?zzhed
海宁新闻综合,http://live.hndachao.cn/xwzh/sd/live.m3u8?zzhed
缙云综合频道[1280*960],http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed
开化国家公园[1280*720],http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed
开化新闻综合[1280*720],http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
兰溪新闻综合[1280*720],http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed
龙游新闻综合[1280*720],http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
宁波-象山综合[1280*720],http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
宁波-余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
平湖民生休闲[1280*720],http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
庆元综合频道[1280*720],http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
绍兴公共频道[1280*720],http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
绍兴新闻综合[1280*720],http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
嵊州新闻综合[1280*720],http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
松阳综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed
遂昌综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed
田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
文成综合频道[1280*720],http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed
文成二套[1280*720],http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
萧山生活频道[1280*720],http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
萧山新闻综合[1280*720],http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
云和新闻综合[1280*720],http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed
舟山新闻综合[686*360],http://live1.plus.wifizs.cn/xwzh/sd/live.m3u8?zzhed
舟山嵊泗综合[720*576],http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
湖南,#genre#
湖南经视,http://zteres.sn.chinamobile.com:6060/000000001000/6306119848317438256/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=6306119848317438256
湖南经视[640*360],http://php.jdshipin.com:8880/iptv.php?id=hnjs
湖南都市,http://zteres.sn.chinamobile.com:6060/000000001000/4682579636905393407/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=4682579636905393407
湖南爱晚[640*360],http://php.jdshipin.com:8880/iptv.php?id=hngg
湖南电视剧,http://zteres.sn.chinamobile.com:6060/000000001000/8765482907954673867/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=8765482907954673867
湖南电视剧[640*360],http://php.jdshipin.com:8880/iptv.php?id=hndsj
湖南电影[785*576],http://zteres.sn.chinamobile.com:6060/000000001000/7884242846753128038/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=7884242846753128038
湖南电影[640*360],http://php.jdshipin.com:8880/iptv.php?id=hndy
湖南娱乐,http://zteres.sn.chinamobile.com:6060/000000001000/6427893650335440392/index.m3u8?channel-id=hnbblive&Contentid=6427893650335440392&livemode=1&stbId=3
湖南娱乐[640*360],http://php.jdshipin.com:8880/iptv.php?id=hnyl
湖南国际,http://zteres.sn.chinamobile.com:6060/000000001000/5015828848322021526/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=5015828848322021526
湖南国际[640*360],http://php.jdshipin.com:8880/iptv.php?id=hngj
湘潭新闻综合[1280*720],http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共频道[768*576],http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
通道时政[1280*720],http://live.tongdaotv.com:8087/live/tdtv.m3u8
衡阳新闻综合[854*480],http://xwzhpdbl.hydst.com/AppName/StreamName.m3u8
新田综合,https://play-a2.quklive.com/live/1668150678653241.m3u8
黄陂新闻[1280*720],http://livehprm.hptv.com.cn/zbpd/sd/live.m3u8
中南大学电视台[768*576],http://202.197.61.243/hls/c7pp3e88.m3u8
沅陵新闻综合,https://liveplay-yuanling.rednet.cn/live/YL-TV.m3u8
湘潭新闻综合[1280*720],http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?zhund
湘潭公共频道[768*576],http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8?zhund

广东,#genre#
广东珠江[1280*720],http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3
广东少儿[1280*720],http://php.jdshipin.com:8880/chudian.php?id=gdse
GRTN文化频道[1280*720],https://glive.grtn.cn/live/wenhua_test0203.m3u8
大湾区卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东移动[1280*720],http://ci.emdoor.tech:8080/touchtv.php?pk=2463
GRTN文化[1280*720],https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
广州综合[1280*720],http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻[1280*720],http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛[1280*720],http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视[1280*720],http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治[1280*720],http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广州综合[1280*720],http://r.jdshipin.com/iR6Gq
广州南国都市,http://r.jdshipin.com/nWaZO
广州影视[1280*720],http://r.jdshipin.com/TcKr2
深圳都市[1280*720],http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
东莞新闻综合,http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx
佛山综合[1280*720],http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视[1280*720],http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共[1280*720],http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山南海[1280*720],http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德[1280*720],http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明[720*404],http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水[720*404],http://php.jdshipin.com:8880/fstv.php?id=fsss
云浮综合[720*404],https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅[720*404],https://livestream.oeeee.com/slive/17807.m3u8
惠阳电视台[1280*720],http://ci.emdoor.tech:8080/touchtv.php?pk=2470
惠东综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2404
深圳东部[1280*720],https://lglivepull.sznews.com/live/2646.m3u8?zguangd
深圳龙岗[1280*720],https://lglivepull.sznews.com/live/2647.m3u8
深圳众创[1280*720],https://lglivepull.sznews.com/live/2645.m3u8
深圳东部[1280*720],https://lglivepull.sznews.com/live/2646.m3u8

河南,#genre#
焦作综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作教育频道[720*576],http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
驻马店新闻综合[720*576],http://tvlive.zmdtvw.cn/live/106770611978226682/index.m3u8
驻马店公共频道[720*576],http://tvlive.zmdtvw.cn/live/5927138998607870056/index.m3u8
驻马店科教频道[720*576],http://tvlive.zmdtvw.cn/live/8395198981051753732/index.m3u8
永城新闻,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
永城新闻,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
登封综合频道,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
上街电视台[1920*1408],http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
新密新闻频道,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
新郑综合频道,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
鲁山综合频道,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
鲁山综合频道,http://live.dxhmt.cn:9081/tv/10423-1.m3u8
汝州新闻频道,http://tvpull.dxhmt.cn:9081/tv/10482-1.m3u8
汝州科教频道,http://tvpull.dxhmt.cn:9081/tv/10482-2.m3u8
汝州科教频道,http://live.dxhmt.cn:9081/tv/10482-2.m3u8
舞钢新闻综合[1920*1408],http://live.dxhmt.cn:9081/tv/10481-1.m3u8
栾川新闻频道,http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8
栾川新闻频道,http://live.dxhmt.cn:9081/tv/10324-1.m3u8
洛宁综合频道[768*576],http://wshls.live.migucloud.com/live/WJ1E4VDQ_C0/playlist.m3u8
嵩县综合新闻[768*576],http://wshls.live.migucloud.com/live/MZCYG799_C0/playlist.m3u8
嵩县综合新闻[1920*1408],http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
嵩县综合新闻[1920*1408],http://live.dxhmt.cn:9081/tv/10325-1.m3u8
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
伊川电视台,http://tvpull.dxhmt.cn:9081/tv/10329-1.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
孟州综合,http://live.dxhmt.cn:9081/tv/10883-1.m3u8
沁阳新闻综合[1920*1408],http://live.dxhmt.cn:9081/tv/10882-1.m3u8
温县综合[1920*1408],http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
温县综合[1920*1408],http://live.dxhmt.cn:9081/tv/10825-1.m3u8
武陟新闻综合,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8
武陟新闻综合,http://live.dxhmt.cn:9081/tv/10823-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
镇平新闻综合,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
镇平新闻综合,http://live.dxhmt.cn:9081/tv/11324-1.m3u8
郸城新闻综合[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
鹿邑新闻频道,http://live.dxhmt.cn:9081/tv/11628-1.m3u8
沈丘新闻综合[1920*1440],http://live.dxhmt.cn:9081/tv/11624-1.m3u8
项城新闻[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
项城新闻[1920*1408],http://live.dxhmt.cn:9081/tv/11681-1.m3u8
西华综合频道[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
西华综合频道[1920*1408],http://live.dxhmt.cn:9081/tv/11622-1.m3u8
兰考新闻频道,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
兰考新闻频道,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
杞县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8
尉氏综合频道[1920*1440],http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8
尉氏综合频道[1920*1440],http://live.dxhmt.cn:9081/tv/10223-1.m3u8
临颍综合频道[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
上蔡综合[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
遂平一套[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
遂平一套[1920*1408],http://live.dxhmt.cn:9081/tv/11728-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
西平综合[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11721-1.m3u8
长垣综合频道,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8
封丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
获嘉综合频道,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
获嘉综合频道,http://live.dxhmt.cn:9081/tv/10724-1.m3u8
辉县新闻综合[1920*1408],http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8
辉县新闻综合[1920*1408],http://live.dxhmt.cn:9081/tv/10782-1.m3u8
新乡县电视台[1920*1408],http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
灵宝新闻综合[1920*1440],http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
灵宝新闻综合[1920*1440],http://live.dxhmt.cn:9081/tv/11282-1.m3u8
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
义马新闻综合,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
安阳县新闻综合[1920*1408],http://tvpull.dxhmt.cn:9081/tv/10522-1.m3u8
安阳县新闻综合[1920*1408],http://live.dxhmt.cn:9081/tv/10522-1.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
滑县新闻,http://live.dxhmt.cn:9081/tv/10526-1.m3u8
汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8
浚县一套,http://live.dxhmt.cn:9081/tv/10621-1.m3u8
南乐综合频道[1920*1408],http://tvpull.dxhmt.cn:9081/tv/10923-1.m3u8
南乐综合频道[1920*1408],http://live.dxhmt.cn:9081/tv/10923-1.m3u8
濮阳县电视台[768*576],http://zhpull.dxhmt.cn/puyangxian/0779dbf4086a455fa1f36e3d56740a41/playlist.m3u8
光山综合频道[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
光山综合频道[1920*1408],http://live.dxhmt.cn:9081/tv/11522-1.m3u8
固始综合频道[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
潢川综合频道[1920*1440],http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
潢川综合频道[1920*1440],http://live.dxhmt.cn:9081/tv/11526-1.m3u8
罗山综合频道[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8
商城新闻频道,http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8
商城新闻频道,http://live.dxhmt.cn:9081/tv/11524-1.m3u8
新县综合频道,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
新县综合频道,http://live.dxhmt.cn:9081/tv/11523-1.m3u8
建安综合频道[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11003-1.m3u8
建安综合频道[1920*1408],http://live.dxhmt.cn:9081/tv/11003-1.m3u8
襄城综合频道,http://live.dxhmt.cn:9081/tv/11025-1.m3u8
鄢陵综合频道[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
禹州公共,http://tvpull.dxhmt.cn/tv/11081-2.m3u8
睛彩焦作频道[720*576],http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8
孟津新闻频道,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
沁阳新闻综合[1920*1408],http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
方城一套[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
桐柏新闻综合[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8
唐河一套[1920*1408],http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
卢氏综合频道,http://tvpull.dxhmt.cn:9081/tv/11224-1.m3u8
襄城综合频道,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8
禹州公共,http://tvpull.dxhmt.cn:9081/tv/11081-2.m3u8
焦作综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend
焦作教育频道[720*576],http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8?zhend
睛彩焦作频道[720*576],http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8?zhend
嵩县综合新闻[768*576],http://wshls.live.migucloud.com/live/MZCYG799_C0/playlist.m3u8?zhend
偃师新闻频道[768*576],http://wshls.live.migucloud.com/live/K7AFC7J6_C0/playlist.m3u8?zhend
周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
偃师新闻[768*576],http://wshls.live.migucloud.com/live/K7AFC7J6_C0/playlist.m3u8
山西,#genre#
山西经济[1280*720],http://liveflash.sxrtv.com/live/sxfinance.m3u8?sub_m3u8=true&edge_slice=true
山西社会与法治[1280*720],http://liveflash.sxrtv.com/live/sxedu.m3u8?sub_m3u8=true&edge_slice=true
山西文体生活[1280*720],http://liveflash.sxrtv.com/live/sxpublic.m3u8?sub_m3u8=true&edge_slice=true
