IPV6卫视,#genre#
香港卫视[1024*576],http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
澳亚卫视[720*480][720*480],https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
浙江,#genre#
苍南新闻综合[1920*1080],http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed
缙云综合频道[1280*960][1280*960],http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed
开化国家公园[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed
开化新闻综合[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
兰溪新闻综合[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
龙泉新闻综合[1920*1080],http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed
龙游新闻综合[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
宁波-象山综合[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
宁波-余姚综合[1920*1080],http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
平湖民生休闲[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
平湖新闻综合[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
普陀新闻综合[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
庆元综合频道[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed
衢江新闻综合[1920*1080],http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed
上虞文化影院[1920*1080],http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都[1920*1080],http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
上虞新闻综合[1920*1080],http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
绍兴公共频道[1280*720][1280*720],http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
绍兴新闻综合[1280*720][1280*720],http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
嵊州新闻综合[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
松阳综合频道[1920*1080],http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed
遂昌综合频道[1920*1080],http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed
田电视台[1920*1080],http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
文成综合频道[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed
文成二套[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
萧山生活频道[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
萧山新闻综合[1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
永嘉新闻综合[1920*1080],http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
余杭综合频道[1920*1080],http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
舟山嵊泗综合[720*576][720*576],http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
诸暨新闻综合[1920*1080],http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
湖南,#genre#
湖南都市[640*360][640*360],http://php.jdshipin.com:8880/iptv.php?id=hnds
湖南电视剧[640*360][640*360],http://php.jdshipin.com:8880/iptv.php?id=hndsj
湖南电影[640*360][640*360],http://php.jdshipin.com:8880/iptv.php?id=hndy
湖南娱乐[640*360][640*360],http://php.jdshipin.com:8880/iptv.php?id=hnyl
湘潭新闻综合[1280*720][1280*720],http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
新田综合[1920*1080],https://play-a2.quklive.com/live/1668150678653241.m3u8
沅陵新闻综合[1920*1080],https://liveplay-yuanling.rednet.cn/live/YL-TV.m3u8
广东,#genre#
广东综艺4K[1280*720][1280*720],http://php.jdshipin.com:8880/chudian.php?id=gdzy
岭南戏曲[1024*576],http://gmxw.7766.org:808/hls/16/index.m3u8
广州综合[1280*720][1280*720],http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州竞赛[1280*720][1280*720],http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视[1280*720][1280*720],http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州南国都市[1920*1080],http://php.jdshipin.com:8880/gztv.php?id=shenghuo
东莞新闻综合[1920*1080],http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞生活资讯[1920*1080],http://php.jdshipin.com:8880/0769.php?id=shzx
佛山综合[1280*720][1280*720],http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视[1280*720][1280*720],http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共[1280*720][1280*720],http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山南海[1280*720][1280*720],http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山三水[720*404][720*404],http://php.jdshipin.com:8880/fstv.php?id=fsss
云浮综合[720*404][720*404],https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅[720*404][720*404],https://livestream.oeeee.com/slive/17807.m3u8
番禺电视台[1920*1080],http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
番禺综合[1920*1080],http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
河南,#genre#
武术世界[1920*1080],http://live.dxhmt.cn:9080/live/yshnpre.m3u8
焦作综合频道[1920*1080],http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作公共频道[1920*1080],http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作教育频道[720*576][720*576],http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
济源电视一套[1920*1080],http://live.dxhmt.cn:9081/tv/19001-1.m3u8
济源电视一套[1920*1080],http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
驻马店新闻综合[720*576][720*576],http://tvlive.zmdtvw.cn/live/106770611978226682/index.m3u8
驻马店科教频道[720*576][720*576],http://tvlive.zmdtvw.cn/live/8395198981051753732/index.m3u8
永城新闻[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
登封综合频道[1920*1080],http://live.dxhmt.cn:9081/tv/10185-1.m3u8
巩义新闻综合[1920*1080],http://live.dxhmt.cn:9081/tv/10181-1.m3u8
上街电视台[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
新郑综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
宝丰综合频道[1920*1080],http://live.dxhmt.cn:9081/tv/10421-1.m3u8
郏县综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
郏县综合频道[1920*1080],http://live.dxhmt.cn:9081/tv/10425-1.m3u8
鲁山综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
鲁山综合频道[1920*1080],http://live.dxhmt.cn:9081/tv/10423-1.m3u8
汝州新闻频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10482-1.m3u8
汝州科教频道[1920*1080],http://live.dxhmt.cn:9081/tv/10482-2.m3u8
叶县一套[1920*1080],http://live.dxhmt.cn:9081/tv/10422-1.m3u8
栾川新闻频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8
栾川新闻频道[1920*1080],http://live.dxhmt.cn:9081/tv/10324-1.m3u8
汝阳综合频道[1920*1080],http://live.dxhmt.cn:9081/tv/10326-1.m3u8
新安新闻综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
新安新闻综合[1920*1080],http://live.dxhmt.cn:9081/tv/10323-1.m3u8
沁阳新闻综合[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/10882-1.m3u8
温县综合[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
温县综合[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/10825-1.m3u8
淅川综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
淅川综合[1920*1080],http://live.dxhmt.cn:9081/tv/11326-1.m3u8
镇平新闻综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
镇平新闻综合[1920*1080],http://live.dxhmt.cn:9081/tv/11324-1.m3u8
郸城新闻综合[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/11625-1.m3u8
扶沟综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
鹿邑新闻频道[1920*1080],http://live.dxhmt.cn:9081/tv/11628-1.m3u8
沈丘新闻综合[1920*1440][1920*1440],http://tvpull.dxhmt.cn:9081/tv/11624-1.m3u8
项城新闻[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
项城新闻[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/11681-1.m3u8
西华综合频道[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
西华综合频道[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/11622-1.m3u8
兰考新闻频道[1920*1080],http://live.dxhmt.cn:9081/tv/10225-1.m3u8
杞县新闻综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8
杞县新闻综合[1920*1080],http://live.dxhmt.cn:9081/tv/10221-1.m3u8
通许综合频道[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/10222-1.m3u8
尉氏综合频道[1920*1440][1920*1440],http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8
尉氏综合频道[1920*1440][1920*1440],http://live.dxhmt.cn:9081/tv/10223-1.m3u8
临颍综合频道[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
泌阳新闻综合[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
泌阳新闻综合[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/11726-1.m3u8
上蔡综合[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
上蔡综合[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/11722-1.m3u8
遂平一套[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/11728-1.m3u8
新蔡综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
西平综合[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11721-1.m3u8
长垣综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8
长垣综合频道[1920*1080],http://live.dxhmt.cn:9081/tv/10728-1.m3u8
封丘新闻综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
封丘新闻综合[1920*1080],http://live.dxhmt.cn:9081/tv/10727-1.m3u8
获嘉综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
获嘉综合频道[1920*1080],http://live.dxhmt.cn:9081/tv/10724-1.m3u8
辉县新闻综合[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/10782-1.m3u8
新乡县电视台[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
延津综合频道[1920*1080],http://live.dxhmt.cn:9081/tv/10726-1.m3u8
原阳新闻综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8
原阳新闻综合[1920*1080],http://live.dxhmt.cn:9081/tv/10725-1.m3u8
灵宝新闻综合[1920*1440][1920*1440],http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
灵宝新闻综合[1920*1440][1920*1440],http://live.dxhmt.cn:9081/tv/11282-1.m3u8
渑池新闻综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
渑池新闻综合[1920*1080],http://live.dxhmt.cn:9081/tv/11221-1.m3u8
义马新闻综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
义马新闻综合[1920*1080],http://live.dxhmt.cn:9081/tv/11281-1.m3u8
安阳县新闻综合[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/10522-1.m3u8
安阳县新闻综合[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/10522-1.m3u8
滑县新闻[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
滑县新闻[1920*1080],http://live.dxhmt.cn:9081/tv/10526-1.m3u8
内黄综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
汤阴综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
汤阴综合[1920*1080],http://live.dxhmt.cn:9081/tv/10523-1.m3u8
淇县电视台[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
淇县电视台[1920*1080],http://live.dxhmt.cn:9081/tv/10622-1.m3u8
浚县一套[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8
浚县一套[1920*1080],http://live.dxhmt.cn:9081/tv/10621-1.m3u8
南乐综合频道[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/10923-1.m3u8
南乐综合频道[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/10923-1.m3u8
固始综合频道[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
固始综合频道[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/11525-1.m3u8
潢川综合频道[1920*1440][1920*1440],http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
潢川综合频道[1920*1440][1920*1440],http://live.dxhmt.cn:9081/tv/11526-1.m3u8
商城新闻频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8
商城新闻频道[1920*1080],http://live.dxhmt.cn:9081/tv/11524-1.m3u8
新县综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
新县综合频道[1920*1080],http://live.dxhmt.cn:9081/tv/11523-1.m3u8
建安综合频道[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11003-1.m3u8
建安综合频道[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/11003-1.m3u8
鄢陵综合频道[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
鄢陵综合频道[1920*1408][1920*1408],http://live.dxhmt.cn:9081/tv/11024-1.m3u8
禹州综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
禹州综合[1920*1080],http://live.dxhmt.cn:9081/tv/11081-1.m3u8
禹州公共[1920*1080],http://tvpull.dxhmt.cn/tv/11081-2.m3u8
安阳新闻综合[1920*1080],http://zhpull.dxhmt.cn:80/anyang/7e3b40563af54e2f9f48e2c67c5d9fab/playlist.m3u8
安阳科教频道[1280*720][1280*720],http://zhpull.dxhmt.cn:80/anyang/24edb37167474b17948c6fbaf09890b8/playlist.m3u8
焦作综合频道[1920*1080],http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
新郑综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
宝丰综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
郏县综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
孟津新闻频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
孟州综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
沁阳新闻综合[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
温县综合[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
桐柏新闻综合[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8
唐河一套[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
淅川综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
扶沟综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
鹿邑新闻频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
项城新闻[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
西华综合频道[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
尉氏综合频道[1920*1440][1920*1440],http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8
临颍综合频道[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
泌阳新闻综合[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
上蔡综合[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
遂平一套[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
延津综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10726-1.m3u8
原阳新闻综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8
灵宝新闻综合[1920*1440][1920*1440],http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
卢氏综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11224-1.m3u8
渑池新闻综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
义马新闻综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
滑县新闻[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
林州综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8
汤阴综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
南乐综合频道[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/10923-1.m3u8
潢川综合频道[1920*1440][1920*1440],http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
商城新闻频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8
新县综合频道[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
鄢陵综合频道[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
禹州公共[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11081-2.m3u8
焦作综合频道[1920*1080],http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend
焦作教育频道[720*576][720*576],http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8?zhend
睛彩焦作频道[720*576][720*576],http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8?zhend
扶沟综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
鹤岗新闻综合[1280*720][1280*720],http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
焦作教育[720*576][720*576],http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
焦作综合[1920*1080],http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
兰考新闻[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
泌阳新闻综合[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
渑池新闻综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
唐河一套[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
桐柏新闻综合[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8
淅川综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
项城新闻[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
新蔡综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
新县综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
新乡县电视台[1920*1408][1920*1408],http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
叶县一套[1920*1080],http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
义马新闻综合[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
禹州公共[1920*1080],http://tvpull.dxhmt.cn:9081/tv/11081-2.m3u8
叶县电视[1920*1080],http://live.dxhmt.cn:9081/tv/10422-1.m3u8
义马电视[1920*1080],http://live.dxhmt.cn:9081/tv/11281-1.m3u8
禹州综合[1920*1080],http://live.dxhmt.cn:9081/tv/11081-1.m3u8
兰考新闻[1920*1080],http://live.dxhmt.cn:9081/tv/10225-1.m3u8
